,Type,Edt Size,Mint Date,Platform,Collection Name,Collaborator/Special Type,Link,Contract Hash,Token Type,TokenID Start,Token ID End,IPFS Image,IPFS Json,Pinned?,Hosting Type
Immolation,Unique,1,4/12/20,SuperRare,,,https://superrare.com/artwork-v2/immolation-9446,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,11/10,9446,QmWDFvUVCBM7vCAk7Y4PMkPEVsQ6r8n77Ss6GgXNW52Ak3,QmPrSQ5kNBp3de8t9bGXWD8st7y42womfXzcSBmYqYzU5w,Y,IPFS
Wired,Unique,1,4/18/20,SuperRare,,,https://superrare.com/artwork-v2/wired-9580,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,3/24,9580,QmZZKU8DkCs9SPvJr34V33qQFVu2wxnuAbPEn2dyPex9Kq,QmXVCshEXpWC3YLLv4ddtXEwAiKe7xmsSu5ao7R5QrWK8k,Y,IPFS
Distancing,Unique,1,4/20/20,PixelChain,,,https://opensea.io/assets/ethereum/0xbc0e164ee423b7800e355b012c06446e28b1a29d/1297,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,7/20,1297,,,ONCHAIN,ONCHAIN
Waves.pxc,Unique,1,4/20/20,PixelChain,,,https://opensea.io/assets/ethereum/0xbc0e164ee423b7800e355b012c06446e28b1a29d/1284,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-721,7/7,1284,,,ONCHAIN,ONCHAIN
Worship,Unique,1,4/21/20,PixelChain,,,https://opensea.io/assets/ethereum/0xbc0e164ee423b7800e355b012c06446e28b1a29d/1357,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-721,9/18,1357,,,ONCHAIN,ONCHAIN
Gates,Unique,1,4/21/20,PixelChain,,,https://opensea.io/assets/ethereum/0xbc0e164ee423b7800e355b012c06446e28b1a29d/1397,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-721,10/28,1397,,,ONCHAIN,ONCHAIN
Split,Unique,1,4/28/20,SuperRare,,,https://superrare.com/artwork-v2/split-9781,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,10/11,9781,QmVBVvkc5azz9HA2wmJ7st1sft3P6dvhwWeHZ79atbrQ2j,QmeB2Hb7qGqpUEN761szvRB7rtdEi5JMzreKCRUW1bAjWu,Y,IPFS
Growth,Unique,1,5/10/20,SuperRare,,,https://superrare.com/artwork-v2/growth-10108,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,9/3,10108,QmWsyAwKbcRXrq6k1Ke5fxRUa8PwW4RoUoqMwVN3z5i2ck,QmTspYBTD8SyRGyikqYAU7uKuSmqy5Z4Q6jpBjoqzioNfQ,Y,IPFS
Folders,Unique,1,5/23/20,SuperRare,,,https://superrare.com/artwork-v2/folders-10435,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,7/26,10435,QmNzMBBYVVZT9Hiokkv8mU6VsXEh5QmrGZVKipXPpQtuZp,QmSUDtgjjTmh3h1GDTMb8FzjoJNgGsfxfyJ8J3jcQWvh59,Y,IPFS
Tunnel,Unique,1,6/2/20,SuperRare,,,https://superrare.com/artwork-v2/tunnel-10662,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,3/10,10662,Qma1n8eygeshg7jVAqyXt2NsRWKNBxjhPy12cLrkztQTWq,QmeF23pDzzC3Q1LMsPAyZbts3oDDj7oAtJCk4h1fhsn3Rv,Y,IPFS
Candy Shelf,Edition,10,6/8/20,Rarible,,,https://opensea.io/assets/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/126,0xd07dc4262bcdbf85190c01c996b4c06a461d2430,ERC-1155,126,126,QmYvys8oYtHcSAkSNTpePbCWR3CwEtgSqGULbvVPRqirbb,Qmb3ssMAw4Q6gvGYXR4eT9K5jw5tXn4nL3PqW1ZjvEsEgL,Y,IPFS
Transfer,Unique,1,6/20/20,SuperRare,,,https://superrare.com/artwork-v2/transfer-11217,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,9/16,11217,QmR3TbYQ5jYFamxZFzgzNUwZsrh6UFurNRunnLmm2n3qsr,QmP5rRbDgg7m4ogsqBaH9TwLbQZpqw5S58Zz7CiEYpLLEk,Y,IPFS
Fireworks,Unique,1,7/4/20,SuperRare,,,https://superrare.com/artwork-v2/fireworks-11613,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,10/17,11613,QmX5uXcNdBWWQ8E8qHkJRHF3C4YAnJcHPYawd7VJdhtfEN,QmQ6L6RXrJQUx6DaTj4NB26VJ8dcLxfwMX4SNGEGeCVh8P,Y,IPFS
Yearn,Unique,1,7/8/20,SuperRare,,,https://superrare.com/artwork-v2/yearn-11718,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,1/30,11718,QmfBQqfNHvDkMkLv86s9DFEzXN1S8mbLht3Sn6pJUe6XSA,QmcJosD6G9svrpZA7pvrvXJnv124mEpF6agYymRMBjGd1i,Y,IPFS
Spectrum,Unique,1,7/24/20,SuperRare,,,https://superrare.com/artwork-v2/spectrum-12149,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,4/5,12149,QmUzDyhBiqdAH7DmhYQTEvummiQtoEzqL16JNRv6GcgoYM,QmePv6jkuLnQCNRdRBdXCRPVPoUrNe8GshdbEvSQLix7Lu,Y,IPFS
Crypto Candy,Unique,1,8/3/20,Rarible,,,https://opensea.io/assets/ethereum/0x60f80121c31a0d46b5279700f9df786054aa5ee5/5100,0x60F80121C31A0d46B5279700f9DF786054aa5eE5,ERC-721,12/17,5100,QmQgNhiNV4kW7kJrf7bNxMGBrwLqmkwebyjDtjowo272sR,QmQDx5seWrRc3ud7cvGMBNN7aiz6LVC3Vmt2umUENVGzAi,Y,IPFS
Gas,Unique,1,8/8/20,SuperRare,,,https://superrare.com/artwork-v2/gas-12660,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,8/29,12660,QmeJuEDLNeGWBvRQHTCzEqxTqYK1PTnsqtJCfFfzaJ4VYD,QmQJuJCBrKd6NBHV1ByTQ4A6AeGKLuLrdgH8PUW9qM7EZ6,Y,IPFS
Yeast Lords,Edition,10,8/11/20,Rarible,,Free Airdrop,https://opensea.io/assets/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/3592,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-1155,3592,,QmdRGKszF55HM6oZe6qupU6xDNiXS6Yx9os4RLmPsziTZe,QmNbkkSXocwhsnn9GjEousUdMVZtgExmwosLXK1FoPMF6Z,Y,IPFS
Frankfurt Candy Shoppe Postcard,Edition,56,8/28/20,Rarible,,Free Airdrop,https://opensea.io/assets/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/5836,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-1155,5836,,QmexDvQdbx9J1naZJ7aE4bVGNHb5FhXhPXmqk2kPWBVA5T,Qmf7JagLpd2heYp9qcMbGVBnDZuLVZqkXdi1GfEHm6XkrZ,Y,IPFS
Groove,Unique,1,9/3/20,SuperRare,,,https://superrare.com/artwork-v2/groove-13398,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,13398,13398,QmZMKeL1wY32iKdhCm7MdkvHMfhEdpQauhRucE62kbZy8Q,QmeBP3aTwh9e8wQfAFy5eTseWVmTofTDX51ECjPjLGVn8e,Y,IPFS
Adrenaline,Unique,1,9/4/20,SuperRare,,Mlibty,https://superrare.com/artwork-v2/adrenaline-(46-150)-13431,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,13431,13431,QmV2YQHNfAuENCiWAYv98YEmWgFRL31Yrroxx6fNVmWLdb,QmYjEWa5PW4p2ZrTJuZe591J9ur79bg3ytWE4g8yvAHzoj,Y,IPFS
Mandala,Edition,10,9/10/20,Rarible,,,https://opensea.io/assets/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/8049,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-1155,9781,9781,QmPmhJ9vFraiSYgJ1qo6HBbtHgMZHAh185te1Gi1X3b7i8,QmXiQRgV2vVhcSdtN6CiXKiBQHMJzBvygtyeLoqdcTAnjH,Y,IPFS
Pugzle,Edition,10,9/13/20,Rarible,,,https://opensea.io/assets/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/9047,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-1155,9047,9047,QmS2qxNtQr1YyRMiLBNnNmnUyWcKVtRN4wWzSvuTRub1e8,QmbSig5hR9QQXbknNoP7JzT736eUbKC9WDdc6swwv9SVTh,Y,IPFS
PowerSurge,Unique,1,9/16/20,Rarible,,,https://opensea.io/assets/0x60f80121c31a0d46b5279700f9df786054aa5ee5/15543,0x60F80121C31A0d46B5279700f9DF786054aa5eE5,ERC-721,15543,15543,QmPGFrn3xdCScMVhgibCoPRKdu3DyasmWsYYQT5F5BHrkn,BROKEN,,IPFS
Creative Cycle,Edition,10,9/19/20,Rarible,,,https://opensea.io/assets/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/12302,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-1155,12302,,QmU2dXG8HzgVqvCY4tsmEGjSK7wA3skbRaG9giAUijbT4N,QmWytcR9JouzxcTvJyz7WCuzGwBcUo4gzYaKovhaqYSVQA,Y,IPFS
Falling,Unique,1,9/25/20,SuperRare,,,https://superrare.com/artwork-v2/falling-13965,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,13965,13965,QmPNz2DFmNdheiDsYBoyTfCiaBYyXsDx2rf6rxSis6cxmN,QmTC3JRhzqVpzBqcNSJbH1wqLdHT9z7ojBneD6bS8oVLKw,Y,IPFS
Saxabone,Unique,1,10/17/20,SuperRare,,,https://superrare.com/artwork-v2/saxabone-14867,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,14867,14867,QmYeKzejbPtyTh1FeEBsWZVUNoKYoHsvCBL2qTC297WBVe,QmUS4dcX4giDw4Mf4uafU1tnGuniZ1hw1s2saRL2Gkm566,Y,IPFS
Bonsai Kittens,Edition,10,10/29/20,Rarible,,,https://opensea.io/assets/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/26195,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-1155,26195,,QmbhPsGA5NWE8RyisuRwCLfJmPaues6i61r57gmLzWLVDG,QmNUiqQWwqh8M2zSC7H2HDywYJGFUfwZ5yN6jN3dJt4Qz2,Y,IPFS
Reach,Unique,1,10/30/20,SuperRare,,,https://superrare.com/artwork-v2/reach-15497,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,15497,15497,QmQp4umz8roY7RCJG2cXjq8VNeoNjgdmGhRwWbdvTZkYpb,QmbqUjRXFazsgft44gZux4muG3ZLD7wYgQKbwTg5zYuWcw,Y,IPFS
Overcast,Edition,10,10/31/20,NiftyGateway,Cloudy Collection,,https://niftygateway.com/marketplace/collection/0xf186807982b56c2463da2a76bd8b1b69b979f9eb/1?filters[onSale]=true&sortBy=lowest,0xf186807982B56c2463DA2A76BD8b1b69b979F9eb,ERC-721,9300010001,9300010005,QmTsXfNDoeU9yw2FbAdjJHdaYa1imN8rNe4pEojAD1ymkv,NG API,Y,Platform
Breezy,Edition,5,10/31/20,NiftyGateway,Cloudy Collection,,https://niftygateway.com/marketplace/collection/0xf186807982b56c2463da2a76bd8b1b69b979f9eb/2?filters[onSale]=true&sortBy=lowest,0xf186807982B56c2463DA2A76BD8b1b69b979F9eb,ERC-721,9300020001,9300020010,Qmb2tN89YB5jSMfSZoyt4Q41vEjCk853epAKKifPNLfvxj,NG API,Y,Platform
Downpour,Edition,20,10/31/20,NiftyGateway,Cloudy Collection,,https://niftygateway.com/marketplace/collection/0xf186807982b56c2463da2a76bd8b1b69b979f9eb/3?filters[onSale]=true&sortBy=lowest,0xf186807982B56c2463DA2A76BD8b1b69b979F9eb,ERC-721,9300030001,9300030020,QmWRSVvVz7CZ7CmkmSsszh7bRj9TaHCqkauRZA5fGnC2jV,NG API,Y,Platform
BrinkDrink,Edition,10,11/11/20,CryptoDrinks,,Xibot,https://opensea.io/assets/0x819d965d8e0a1d9852e805dec073084bd3c5637f/3,0x819D965d8E0A1D9852e805dEC073084Bd3C5637F,ERC-1155,3,,QmPMHYDdYVmSgqNLiZFA1ZjSTQuX5Eto1pu6gMMYPYgZEh,QmXNAWTCgGWK5yNjSavMxn6kdKPh7eRJysxhpTHgLWRrAn,Y,IPFS
Downstream,Unique,1,11/15/20,SuperRare,,,https://superrare.com/artwork-v2/downstream-16195,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,16195,16195,QmfFN2vbsFspQ95dYdwkCEiun5haJTArMtBMfNCPqkgVqu,Qmf8gSeBZTrzvSiCf2iUZaiNtSBY9ooEqP1FFDuRdckom5,Y,IPFS
NFT Spirits,Edition,30,11/23/20,Rarible/Physical,,MrY,https://opensea.io/assets/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/83674,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-1155,83674,,QmPMHYDdYVmSgqNLiZFA1ZjSTQuX5Eto1pu6gMMYPYgZEh,QmdZqUow7EmW5sY6SmixaVqJN72ma16iFdiNZMCacfZGGG,Y,IPFS
Candy Cane,Edition,200,12/1/20,Rarible,,Pranksy,https://opensea.io/assets/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/88111,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,,88111,,Qma5JKhjkpaRoRp2V8XZeLbbFYDo1qeFYGX6yPuGuUkj7k,QmW3tVGqZCpgdWk8iyiuj2GRZKKniqm4n5xMRs8fXcHbSb,Y,IPFS
Defense,Unique,1,12/5/20,SuperRare,,,https://superrare.com/artwork-v2/defense-16926,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,16926,16926,QmcfNbjvGDrqPFoxDhRfsHJJnzbjGo2d1uXPboay5XoDwJ,QmPvK13oHu1ZYeNDNc7KDP197izTS7EnukkHW7joMc7CpV,Y,IPFS
Bryfocals,Wearable,10,12/21/20,Decentraland,,Scavenger Hung Giveaway,https://opensea.io/collection/decentraland-wearables?search[sortAscending]=true&search[sortBy]=UNIT_PRICE&search[stringTraits][0][name]=collection&search[stringTraits][0][values][0]=Xmash%20up%202020&search[stringTraits][1][name]=category&search[stringTraits][1][values][0]=Eyewear,0xdd9c7bc159dacb19c9f6b9d7e23948c87aa2397f,ERC-721,"2,7,8,9,11,12,13,14,16,19",,HOSTED BY DECENTRLAND,,,Platform
Fountain,Unique,1,12/28/20,SuperRare,,,https://superrare.com/artwork-v2/fountain-17664,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,17664,17664,QmQ1Atj7HRofp6AB1iFhHdJAN4zmT3j6Z4o1kB3gTCA1e2,QmQ4BHxcmXEkDTYxyqAyRhC5xExe8ijj9gfnpFtuYpJ3J6,Y,IPFS
Few Charm,Unique,1,1/15/21,Digitalax,,Lorena Bello,https://opensea.io/collection/digitalaxnft?search[sortBy]=PRICE&search[sortAscending]=true&search[stringTraits][0][name]=FGO%20Artist&search[stringTraits][0][values][0]=Bryan%20Brinkman,0x0b509f4b044f713a91bb50535914f7ad160532fe,,,,Burned?,,,IPFS
Beyond Me,Edition,3,1/15/21,Digitalax,,Lorena Bello,https://opensea.io/collection/digitalaxnft?search[sortBy]=PRICE&search[sortAscending]=true&search[stringTraits][0][name]=FGO%20Artist&search[stringTraits][0][values][0]=Bryan%20Brinkman,0x0b509f4b044f713a91bb50535914f7ad160532fe,ERC-721,63,65,Qmd8g82sdK6DJnHpeSgTosthMRXvj49oubt4xQM7VJ7ghJ,QmegVXauaK3mudcJbJwaiTWHSSCnoe1Sp9YBxAQuBdVdYD,Y,IPFS
Blue Funk,Edition,7,1/15/21,Digitalax,,Lorena Bello,https://opensea.io/collection/digitalaxnft?search[sortBy]=PRICE&search[sortAscending]=true&search[stringTraits][0][name]=FGO%20Artist&search[stringTraits][0][values][0]=Bryan%20Brinkman,0x0B509F4b044F713A91bB50535914f7ad160532fe,ERC-721,,79,Qmdu6SRcpvfmzYq7Htswdf5NngmWHFtpo1bxJXzdJ11JLL,QmQmu3mRq8wXtHDWFhtk8jbyymPaTWrbVSHETX4A7Ct1FB,Y,IPFS
NimBuds,Generative,400,1/16/21,ArtBlocks,,,https://opensea.io/collection/nimbuds-by-bryan-brinkman,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,ERC-721,10000000,10000399,,,ONCHAIN,ONCHAIN
Pavillion Sculpture,Unique,1,1/21/21,Cargo,,Donation,https://opensea.io/assets/0x42ea135d8e9e90657d6d5f715f59794c68be7f17/346,0x42ea135d8e9e90657D6d5F715f59794c68BE7f17,ERC-721,346,346,BROKEN,,,IPFS
Popcorn,Edition,10,1/21/21,Terra Virtua,,,https://marketplace.virtua.com/marketplace?page=1&nft_type_code=ARTWORK&brand_code=INDEPENDENT_ARTIST&artist_code=BryanBrinkman&art_collection_code=UNLIMITED_REFILLS&sorting=placement&sort_type=asc&sort_by=default,,,,,Hosted by Platform,,,Platform
Soda,Edition,10,1/21/21,Terra Virtua,,,https://marketplace.virtua.com/marketplace?page=1&nft_type_code=ARTWORK&brand_code=INDEPENDENT_ARTIST&artist_code=BryanBrinkman&art_collection_code=UNLIMITED_REFILLS&sorting=placement&sort_type=asc&sort_by=default,,,,,Hosted by Platform,,,Platform
Candy,Edition,10,1/21/21,Terra Virtua,,,https://marketplace.virtua.com/marketplace?page=1&nft_type_code=ARTWORK&brand_code=INDEPENDENT_ARTIST&artist_code=BryanBrinkman&art_collection_code=UNLIMITED_REFILLS&sorting=placement&sort_type=asc&sort_by=default,,,,,Hosted by Platform,,,Platform
Shelfie,Unique,1,1/29/21,SuperRare,,,https://superrare.com/artwork-v2/shelfie-18841,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,18841,18841,QmeGNZtdDcWhJRU4WVBTE42urDV2eHip5V34xU8LXDJbyd,Qma8W624ScspyGGgGEf9dvFpJpZPLM1Ykjd7deoyMZRyWF,Y,IPFS
Beach,Unique,1,2/18/21,SuperRare,,Karan4D,https://superrare.com/artwork-v2/beach-19613,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,19613,19613,QmWgRy7MN3tJBxAu1esEmxyLookN84R9idiPQyjyds5ebb,QmUkKfEf2vJzS5P5DozVM1Qkhx2KUGm2ngcDWAuaN2tDSe,Y,IPFS
Flower,Edition,5,2/18/21,KnownOrigin,,Karan 4D,https://knownorigin.io/gallery/281375-flower,0xfbeef911dc5821886e1dda71586d90ed28174b7d,ERC-721,281376,281380,QmcqcSahzfhmBGB8oLWvNosBvDuBB48kDREjuWF8AHCfDM,QmeSfBQwkZUCgtD1coC7PWyxSwL2BNkqSGX1p9kXFMYG7w,Y,IPFS
Plunge,Unique,1,3/6/21,Foundation,,,https://opensea.io/assets/ethereum/0x3b3ee1931dc30c1957379fac9aba94d1c48a5405/4098,0x3B3ee1931Dc30C1957379FAc9aba94D1C48a5405,ERC-721,4098,4098,QmQZ7UecVU9cPa89FhK7FSam1EZ9AnJsNhfDQNkhMak6mz,,Y,IPFS
ModPod,Edition,5,3/13/21,$WHALE Store,,,https://opensea.io/assets/0xf6c71e1e72254051f2e26270c16a84fbd1dbfafd/3,0xF6C71e1e72254051F2e26270C16A84Fbd1dBFAfD,ERC-721,3,,QmYH2CJLWTLyB2iHdJZvQanvnMtNSPcLb7bSeuPjcL4Ra9,,Y,IPFS
NimBeats,Edition,120,3/16/21,Rarible,,Commission,https://opensea.io/assets/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/300066,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-1155,10000000 - 10000399,,QmV5Vw57jQR6x1XLt8dX7PFTEFT2mcVYXjVpsGNCPif3zj,QmWJpigTeJLiuiWGDCjHg3iDZJaGiNGuy1HbE74kpZsjV8,Y,IPFS
Inside The Metaverse,Unique,1,3/23/21,Opensea,,Dario De Siena,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/38039128345254064647589517671143081133011420513097535766912356063895254728705,0x495f947276749ce646f68ac8c248420045cb7b5e,ERC-1155,,,Opensea Shared Storefront,,,Opensea
Head In The Clouds,Edition,118,4/20/21,Kolectiv.gg,,,https://opensea.io/collection/kolectiv?search[sortAscending]=true&search[sortBy]=PRICE&search[stringTraits][0][name]=Artists&search[stringTraits][0][values][0]=Bryan%20Brinkman,0x4764bC088A27F490353E8cf1558ba02fDc418C65,ERC-721,,,Hosted by Platform,,,Platform
Insecurity,Unique,1,4/23/21,SuperRare,,,https://superrare.com/artwork-v2/insecurity-23833,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,23833,23833,QmUaiRWWNbKUcecsk5RQwKE8gDmyMqNKoDidrrtT3uCDPU,QmNkY3FsTZUxatiit3fzBTm3ioZattGNz7wpmQ6HHQVPPB,Y,IPFS
Two Chords,Edition,100,4/24/21,Song A Day,,Jonathan Mann / Eclectic Method,https://opensea.io/assets/0x2dea2f6f6c5e4210937d7903f0e5f990b2514da7/6,0x2Dea2F6F6C5E4210937d7903F0e5F990b2514Da7,ERC-1155,6,,QmXv5BTsgF4P4mhK9rCuTaJk68q9gBVL81foNe446Csqra,QmbRtsYg1Qm2jxnj4FJY1L5WvAceP6W3ipCVEC34fdFbpr,Y,IPFS
Bettys Notebook,Unique,1,4/26/21,Async Music,,Verdigris Ensemble,https://opensea.io/assets/ethereum/0xb6dae651468e9593e4581705a09c10a76ac1e0c8/1592,0xb6dae651468e9593e4581705a09c10a76ac1e0c8,,1592,1592,40 pins,QmY9dfJHH8Q5S2uLbKVspY4rFNCvUdxmnnSQG7q1vWWfGs,Y,IPFS
The Choir,Unique,1,4/26/21,Async Music,,Verdigris Ensemble,https://opensea.io/assets/ethereum/0xb6dae651468e9593e4581705a09c10a76ac1e0c8/1593,0xb6dae651468e9593e4581705a09c10a76ac1e0c8,,1593,1593,2 pins,QmPAgr5Kt7kV46dH3n3Hr7nWfscAnW1ZCvB2BB6umjZiiy,Y,IPFS
Betty's Voice,Unique,1,4/26/21,Async Music,,Verdigris Ensemble,https://opensea.io/assets/ethereum/0xb6dae651468e9593e4581705a09c10a76ac1e0c8/1594,0xb6dae651468e9593e4581705a09c10a76ac1e0c8,,1594,1594,2 pins,QmdPTaxzzFVmnnhYGmrvMR7NAE7tGkXNdYcMZ9fCY3LGwS,Y,IPFS
Betty's Choir,Unique,1,4/26/21,Async Music,,Verdigris Ensemble,https://opensea.io/assets/ethereum/0xb6dae651468e9593e4581705a09c10a76ac1e0c8/1595,0xb6dae651468e9593e4581705a09c10a76ac1e0c8,,1595,1595,2 pins,QmZBcBF3qBGJT5jRzhcDnWPHJAETJmprwKEdqitbiAGca3,Y,IPFS
Betty's Radio,Unique,1,4/26/21,Async Music,,Verdigris Ensemble,https://opensea.io/assets/ethereum/0xb6dae651468e9593e4581705a09c10a76ac1e0c8/1596,0xb6dae651468e9593e4581705a09c10a76ac1e0c8,,1596,1596,2 pins,QmfPmu2nQJcwPxSvoHZurGz11PeHCvdt8j2ZdacAZrSyHb,Y,IPFS
Petio x Bryan Brinkman,Unique,1,4/26/21,SuperRare,,Petio,https://superrare.com/artwork-v2/petio-x-bryan-brinkman-23936,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,23936,23936,Qma9foYfquPe4g3J9VHb8LJ22JLpKKDHabVc9fYCbYUBSh,QmQnmUKs7jNYrNAGsoihexpeXdN3iTesCrFzb6ynAwUxii,Y,IPFS
BN Platinum Record,Edition,3,4/26/21,Async Music,,Verdigris Ensemble,https://opensea.io/collection/async-music?search[stringTraits][0][name]=Artist&search[stringTraits][0][values][0]=Verdigris%20Ensemble,0x100b8361baa522d69df839f0089fa1728aaa1aa8,,,,,,,IPFS
BN Gold Record,Edition,10,4/26/21,Async Music,,Verdigris Ensemble,https://opensea.io/collection/async-music?search[stringTraits][0][name]=Artist&search[stringTraits][0][values][0]=Verdigris%20Ensemble,0x100b8361baa522d69df839f0089fa1728aaa1aa8,,1592001,1592001,,QmaQBpPVGqh55zWj7hruuSvyGEg6pzwuGd3kh1qD1jmUzy,,IPFS
BN Silver Record,Edition,36,4/26/21,Async Music,,Verdigris Ensemble,https://opensea.io/collection/async-music?search[stringTraits][0][name]=Artist&search[stringTraits][0][values][0]=Verdigris%20Ensemble,0x100b8361baa522d69df839f0089fa1728aaa1aa8,,,,,,,IPFS
BN Blanks,Edition,166,4/26/21,Async Music,,Verdigris Ensemble,https://opensea.io/assets/ethereum/0x100b8361baa522d69df839f0089fa1728aaa1aa8/1592002,0x100b8361baa522d69df839f0089fa1728aaa1aa8,ERC-1155,,,,,,IPFS
Whaleception,Unique,1,5/16/21,$WHALE Store,,,https://opensea.io/assets/ethereum/0xf6c71e1e72254051f2e26270c16a84fbd1dbfafd/57,0xF6C71e1e72254051F2e26270C16A84Fbd1dBFAfD,ERC-721,57,57,Arweave,,N/A,Arweave
Artvatars Special 1,Unique,1,5/31/21,Artvatars,,,https://opensea.io/assets/matic/0x272f20cb476ef250e6e8478740dc62416040bdf0/75,0x272F20cB476Ef250e6E8478740dc62416040bdF0,ERC-721,75,75,BROKEN,,,Platform
Artvatars,,Various Traits,5/31/21,Artvatars,,,https://opensea.io/collection/artvatars,,,,,BROKEN,,,Platform
Bull Run,Edition,10,6/7/21,NiftyGateway,Flicker Fusion,,https://niftygateway.com/marketplace/collection/0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0/1?filters[onSale]=true&sortBy=lowest,0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0,ERC-721,75,75,QmUnUjmET6B1stv9XVw2TQecXaFjtZijEbSngLNhW6Vi6b,NG API,Y,Platform
Swipe,Edition,15,6/7/21,NiftyGateway,Flicker Fusion,,https://niftygateway.com/marketplace/collection/0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0/2?filters[onSale]=true&sortBy=lowest,0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0,ERC-721,54200010001,54200010010,QmUnUjmET6B1stv9XVw2TQecXaFjtZijEbSngLNhW6Vi6b,NG API,Y,Platform
Kickflip,Edition,25,6/7/21,NiftyGateway,Flicker Fusion,,https://niftygateway.com/marketplace/collection/0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0/3?filters[onSale]=true&sortBy=lowest,0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0,ERC-721,54200020001,54200020015,Qmer9G7xSRgcjfpreeSpYDAUvRuqkErkEYxFUPw3Tpk7XP,NG API,Y,Platform
Cloudy,Edition,35,6/7/21,NiftyGateway,Flicker Fusion,,https://niftygateway.com/marketplace/collection/0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0/4?filters[onSale]=true&sortBy=lowest,0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0,ERC-721,54200030001,54200030025,QmSzPaoGZQhTJUbYuTFArEZkprjUVaG4CQi6niutrSiTzk,NG API,Y,Platform
Shuffle,Edition,40,6/7/21,NiftyGateway,Flicker Fusion,,https://niftygateway.com/marketplace/collection/0x91a856ccbefc10df1e1aa2f361b4bdbabd069762/4?filters[onSale]=true&sortBy=lowest,0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0,ERC-721,54200040001,54200040035,QmSzPaoGZQhTJUbYuTFArEZkprjUVaG4CQi6niutrSiTzk,NG API,Y,Platform
